Review Text,Overall Rating,Origin,Destination,Flight Type,Date of Travel,Legroom,Seat Comfort,In-flight Entertainment,Customer Service,Value for Money,Cleanliness,Check-in and Boarding,Food and Beverage
"British Airways are disgraceful.
They cancelled our flight to Copenhagen on the 22/12/2004 meaning we were put on another flight and then today on 27/12 when travelling back from Copenhagen they have cancelled our flight at 3.21 when it should have been taking off at 6.05. We will never fly with them again - appalling lack of customer care. Other flights have been taking off yet they have said that it’s weather related again. Rubbish as we originally set off on 22/12 in bright sunshine. Disgraceful liars. They have offered us flights back on 28/12 and 29/12 for 5 of us which we can’t do because of prior commitments. Good old EasyJet have jumped in and have saved the day.",1.0,Copenhagen,London,Europe,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The flight was delayed for longer than the flight time to Copenhagen with little explanation. There was no bad weather or obvious cause.,2.0,London,Copenhagen,Europe,May 2024,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0
"We was refused an entry to our 16:25pm flight because we did not have our visa printed the staff on the desk where very rude and as we are on staff travel you would think someone would have told us about printing these off, the 5 star review is for TYRONE who helped us with printing these off and going above and beyond. With out his help we wouldn’t have made our flight",5.0,London,New Delhi,International,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ground staff not capable and unfriendly ( no smile and quite rude) . Insisted in handing in hand luggage even ( which meant we needed to transfer or valuables into out pockets)  though we paid for expensive seats in front of plane  and luggage was within size limits. She informed us that everyone in front of plane needed to put hand luggage in hold. When we boarded the plane there was plenty of overhead storage available and other passengers in same section could bring hand luggage.,2.0,Amsterdam,London,Europe,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"BA is useless. Their website doesn't work half the time. It's incredibly difficult to use Avios. The 800 number in the US doesn't answer most of the time (very long wait and no resolution of basic issues). Overall, it's an arrogant, self-serving, and basically useless airline and the Executive Club is a ripoff. They should not be allowed to scam customers.",1.0,Washington DC,London,International,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Air-hostesses on this flight were absolutely amazing. I was incredibly ill and they helped me with everything! They offered me rehydration salts as well as medicine. They informed doctors on the ground of my condition in case it worsened. They were absolutely fantastic . They deserve an incredible thank you!,5.0,Cancun,London,International,December 2024,3.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0
Over all the flight was good on price I got. Normally you get what you pay. only some delay with one connection. Food was good . Otherwise no issues.,5.0,Toronto,Dubai,International,November 2024,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0
"I have officially flown on the worst airline to exist (this includes regional airlines in African and Southeast Asia). Our flight left without us (family of 5) from Munich on the 20th December. We were immediately rebooked on a 15h00 flight even though there was availability on an earlier flight. Eventually placed on the earlier flight and landed at Heathrow on schedule. Our 5 bags however never made it. The staff at the baggage helpdesk didn't seem to care and said 'we'd possibly get it in 3 days but they really can't tell' and we just had to wait. They cared even less that the kids Xmas presents were in the bag and that I had prescription medicine in the bags.
After 3 days, and about 10 calls to the helpdesk, we received notification that the bags were at Heathrow. The notification however only mentioned that 3/5 bags were at Heathrow. After another 10+ calls (all had different stories, 2 even put the phone down on us and one boasting about 3k+ bags missing and that ours was of little importance to them), it turned out the missing 2 bags were still in Munich!!??
Fast forward to now (Xmas eve) and we still don't have our bags and no answer from BA. I think I'll be choosing RyanAir over BA from now on.",1.0,Munich,London,Europe,December 2024,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0
"Unreliable. Expensive, untrustworthy. Always late. A budget airline but a very Poor one. And to think it used to be the flag carrier and ran Concorde. #pisspoor",1.0,London,Marrakech,International,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Absolute disgrace of a company sold my seats told me the flight was now booked out then charged me extra for more tickets and bags on the same flight they had sold my seat shocking costumer service would never fly with this company again should be closed down,1.0,London,Bangkok,International,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"We havn't gone anywhere yet.  We booked a Prem Econ flight on British.  After many tries and 4 weeks Time to get a seat assignment, it suddenly popped up today that I could reserve a particular seat - at the cost of $115 - $140 per seat per segment extra.  Who ever heard of paying for a seat assignment when flying Prem. Econ.  Have done this strech numerous times on AA and the price booked was the price you paid.  Stay away from British Airways, they have become the Spirit Airlines of overseas carriers.
We won't be travelling till Oct.2025. but form didn't allow for date.",1.0,Chicago,Budapest,International,December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
